,num,acc
0,78,0.39571150097465885
1,117,0.530214424951267
2,156,0.5555555555555556
3,195,0.5750487329434697
4,234,0.5867446393762183
5,273,0.6062378167641325
6,312,0.5906432748538011
7,351,0.6081871345029239
8,390,0.6120857699805068
9,429,0.6003898635477583
10,468,0.6120857699805068
11,507,0.6159844054580896
12,546,0.6081871345029239
13,585,0.6218323586744638
14,624,0.6140350877192982
15,663,0.6218323586744638
16,702,0.6159844054580896
17,741,0.6179337231968811
18,780,0.5984405458089668
