,num,acc
0,22,0.6716417910447761
1,33,0.7294776119402985
2,44,0.7350746268656716
3,55,0.7705223880597015
4,66,0.7966417910447761
5,77,0.7742537313432836
6,88,0.8488805970149254
7,99,0.8395522388059702
8,110,0.8638059701492538
9,121,0.8507462686567164
10,132,0.8731343283582089
11,143,0.8582089552238806
12,154,0.8619402985074627
13,165,0.8582089552238806
14,176,0.8395522388059702
15,187,0.8526119402985074
16,198,0.8134328358208955
17,209,0.8414179104477612
18,220,0.8544776119402985
